id,home_team_win
0,1
1,0
2,1
3,1
4,0
5,1
6,1
7,0
8,0
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,0
18,1
19,0
20,1
21,0
22,1
23,1
24,0
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,0
33,1
34,0
35,0
36,1
37,1
38,1
39,0
40,0
41,0
42,0
43,0
44,1
45,0
46,1
47,1
48,1
49,0
50,1
51,0
52,0
53,0
54,1
55,0
56,1
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,0
67,1
68,1
69,1
70,0
71,1
72,0
73,0
74,0
75,0
76,1
77,0
78,0
79,1
80,0
81,1
82,0
83,1
84,1
85,0
86,1
87,0
88,0
89,1
90,1
91,0
92,1
93,0
94,0
95,1
96,0
97,1
98,0
99,1
100,1
101,1
102,1
103,0
104,1
105,0
106,1
107,1
108,1
109,0
110,1
111,1
112,1
113,1
114,0
115,0
116,0
117,1
118,1
119,0
120,1
121,0
122,1
123,0
124,1
125,1
126,1
127,0
128,1
129,0
130,1
131,1
132,1
133,0
134,1
135,1
136,1
137,0
138,1
139,0
140,0
141,1
142,1
143,1
144,0
145,1
146,1
147,0
148,0
149,0
150,0
151,1
152,1
153,0
154,0
155,0
156,1
157,1
158,1
159,0
160,1
161,1
162,0
163,1
164,0
165,0
166,0
167,1
168,1
169,1
170,1
171,1
172,0
173,1
174,0
175,1
176,1
177,0
178,1
179,1
180,0
181,0
182,1
183,0
184,0
185,0
186,1
187,0
188,1
189,1
190,1
191,0
192,0
193,0
194,1
195,0
196,1
197,1
198,0
199,0
200,0
201,0
202,1
203,1
204,0
205,1
206,1
207,1
208,1
209,0
210,0
211,0
212,0
213,1
214,1
215,1
216,1
217,0
218,0
219,0
220,0
221,1
222,0
223,1
224,1
225,1
226,0
227,1
228,1
229,0
230,0
231,1
232,1
233,0
234,0
235,1
236,1
237,0
238,0
239,1
240,1
241,0
242,0
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,0
252,0
253,0
254,1
255,0
256,0
257,0
258,1
259,0
260,0
261,1
262,1
263,0
264,0
265,1
266,0
267,0
268,0
269,1
270,0
271,1
272,1
273,1
274,0
275,1
276,1
277,0
278,0
279,1
280,0
281,1
282,1
283,0
284,1
285,1
286,1
287,0
288,0
289,0
290,1
291,1
292,1
293,0
294,1
295,1
296,0
297,0
298,0
299,1
300,0
301,1
302,1
303,0
304,1
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,1
314,0
315,1
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,1
324,0
325,1
326,0
327,1
328,0
329,1
330,0
331,1
332,1
333,0
334,0
335,1
336,0
337,1
338,1
339,1
340,1
341,1
342,0
343,1
344,1
345,1
346,1
347,1
348,1
349,0
350,1
351,1
352,1
353,1
354,1
355,0
356,0
357,1
358,1
359,0
360,1
361,1
362,0
363,1
364,1
365,0
366,1
367,0
368,0
369,1
370,1
371,0
372,1
373,1
374,0
375,0
376,0
377,0
378,0
379,1
380,0
381,0
382,0
383,1
384,1
385,1
386,0
387,1
388,1
389,0
390,1
391,0
392,1
393,0
394,1
395,1
396,1
397,0
398,1
399,1
400,1
401,1
402,1
403,0
404,0
405,1
406,1
407,1
408,1
409,1
410,0
411,0
412,1
413,0
414,1
415,1
416,1
417,1
418,0
419,0
420,1
421,0
422,1
423,1
424,0
425,1
426,0
427,0
428,0
429,1
430,1
431,0
432,0
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,0
449,1
450,1
451,0
452,1
453,0
454,1
455,1
456,1
457,1
458,1
459,1
460,0
461,1
462,0
463,0
464,1
465,0
466,1
467,0
468,1
469,1
470,0
471,0
472,0
473,0
474,1
475,1
476,0
477,0
478,1
479,1
480,0
481,1
482,1
483,0
484,1
485,1
486,1
487,0
488,1
489,0
490,0
491,0
492,1
493,1
494,1
495,0
496,0
497,0
498,0
499,1
500,1
501,1
502,0
503,1
504,0
505,0
506,1
507,1
508,1
509,0
510,1
511,1
512,1
513,0
514,1
515,1
516,0
517,1
518,1
519,0
520,1
521,0
522,1
523,1
524,0
525,0
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,0
538,1
539,0
540,0
541,0
542,1
543,0
544,1
545,0
546,0
547,0
548,0
549,0
550,1
551,0
552,1
553,1
554,0
555,0
556,0
557,1
558,1
559,1
560,0
561,0
562,0
563,0
564,0
565,1
566,1
567,0
568,0
569,1
570,1
571,1
572,0
573,0
574,1
575,0
576,1
577,0
578,0
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,0
588,0
589,1
590,1
591,1
592,1
593,0
594,0
595,1
596,1
597,1
598,0
599,0
600,1
601,0
602,1
603,1
604,1
605,0
606,1
607,0
608,1
609,0
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,0
619,1
620,1
621,0
622,1
623,1
624,1
625,1
626,0
627,0
628,1
629,0
630,1
631,1
632,0
633,1
634,0
635,0
636,1
637,1
638,1
639,1
640,0
641,1
642,1
643,0
644,0
645,1
646,1
647,0
648,1
649,1
650,0
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,0
660,0
661,1
662,0
663,0
664,1
665,0
666,1
667,1
668,0
669,1
670,1
671,1
672,0
673,0
674,1
675,0
676,1
677,0
678,0
679,0
680,1
681,0
682,0
683,0
684,1
685,1
686,0
687,0
688,1
689,0
690,0
691,1
692,0
693,1
694,0
695,1
696,0
697,1
698,0
699,1
700,0
701,1
702,1
703,0
704,0
705,0
706,1
707,0
708,1
709,1
710,1
711,0
712,1
713,1
714,1
715,1
716,1
717,0
718,1
719,1
720,1
721,1
722,0
723,1
724,1
725,1
726,1
727,0
728,1
729,0
730,1
731,1
732,1
733,0
734,1
735,1
736,0
737,0
738,1
739,0
740,0
741,1
742,0
743,1
744,1
745,1
746,1
747,0
748,0
749,1
750,1
751,0
752,1
753,1
754,1
755,0
756,1
757,1
758,0
759,1
760,0
761,0
762,0
763,1
764,1
765,0
766,1
767,0
768,1
769,0
770,1
771,0
772,1
773,1
774,1
775,1
776,1
777,0
778,1
779,0
780,0
781,1
782,1
783,0
784,0
785,1
786,0
787,1
788,0
789,0
790,0
791,0
792,0
793,1
794,0
795,1
796,1
797,0
798,1
799,1
800,0
801,0
802,0
803,0
804,0
805,1
806,1
807,1
808,1
809,1
810,0
811,1
812,0
813,1
814,1
815,0
816,1
817,1
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,1
826,0
827,0
828,1
829,0
830,1
831,0
832,0
833,1
834,0
835,1
836,0
837,1
838,1
839,1
840,0
841,0
842,0
843,0
844,1
845,0
846,1
847,1
848,0
849,1
850,0
851,1
852,0
853,0
854,1
855,0
856,1
857,1
858,1
859,1
860,0
861,1
862,0
863,1
864,0
865,1
866,0
867,1
868,1
869,0
870,0
871,1
872,1
873,0
874,0
875,1
876,1
877,1
878,1
879,1
880,1
881,0
882,1
883,1
884,1
885,0
886,0
887,0
888,0
889,0
890,1
891,1
892,1
893,1
894,1
895,0
896,1
897,1
898,0
899,0
900,0
901,0
902,0
903,1
904,1
905,0
906,1
907,1
908,0
909,0
910,1
911,1
912,1
913,0
914,1
915,1
916,1
917,0
918,0
919,1
920,1
921,1
922,0
923,0
924,1
925,0
926,1
927,1
928,0
929,1
930,0
931,0
932,1
933,1
934,1
935,1
936,0
937,1
938,1
939,1
940,1
941,1
942,1
943,1
944,0
945,0
946,0
947,1
948,0
949,0
950,0
951,0
952,0
953,1
954,0
955,0
956,1
957,0
958,1
959,1
960,1
961,1
962,0
963,1
964,1
965,1
966,1
967,1
968,0
969,1
970,1
971,0
972,1
973,0
974,1
975,1
976,0
977,0
978,1
979,0
980,1
981,1
982,0
983,1
984,1
985,0
986,1
987,1
988,0
989,1
990,1
991,1
992,0
993,1
994,0
995,1
996,0
997,1
998,0
999,1
1000,1
1001,0
1002,0
1003,0
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,1
1011,1
1012,1
1013,0
1014,1
1015,0
1016,1
1017,1
1018,0
1019,0
1020,0
1021,1
1022,1
1023,0
1024,0
1025,1
1026,1
1027,1
1028,0
1029,0
1030,0
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,1
1038,0
1039,0
1040,0
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,0
1049,0
1050,1
1051,0
1052,1
1053,1
1054,0
1055,1
1056,1
1057,1
1058,0
1059,1
1060,0
1061,1
1062,0
1063,1
1064,1
1065,1
1066,0
1067,0
1068,1
1069,1
1070,1
1071,1
1072,0
1073,1
1074,1
1075,1
1076,0
1077,0
1078,0
1079,0
1080,1
1081,0
1082,1
1083,0
1084,1
1085,1
1086,0
1087,0
1088,1
1089,0
1090,1
1091,1
1092,0
1093,0
1094,0
1095,1
1096,1
1097,1
1098,0
1099,1
1100,0
1101,1
1102,0
1103,1
1104,1
1105,0
1106,0
1107,1
1108,1
1109,1
1110,1
1111,0
1112,0
1113,1
1114,0
1115,1
1116,1
1117,1
1118,1
1119,0
1120,1
1121,1
1122,0
1123,1
1124,1
1125,0
1126,0
1127,1
1128,0
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,0
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,0
1151,0
1152,0
1153,1
1154,1
1155,0
1156,1
1157,0
1158,0
1159,1
1160,1
1161,1
1162,0
1163,1
1164,0
1165,0
1166,1
1167,0
1168,1
1169,0
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,1
1177,0
1178,1
1179,1
1180,1
1181,0
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0
1189,0
1190,0
1191,0
1192,1
1193,1
1194,0
1195,1
1196,0
1197,0
1198,1
1199,1
1200,1
1201,1
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,0
1209,0
1210,1
1211,1
1212,0
1213,1
1214,1
1215,0
1216,1
1217,1
1218,0
1219,1
1220,1
1221,0
1222,0
1223,0
1224,0
1225,1
1226,1
1227,0
1228,1
1229,0
