id,home_team_win
0,1
1,0
2,1
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,0
16,0
17,0
18,0
19,1
20,1
21,0
22,0
23,0
24,0
25,1
26,0
27,0
28,0
29,1
30,1
31,0
32,0
33,1
34,0
35,1
36,0
37,1
38,1
39,0
40,1
41,1
42,0
43,1
44,1
45,0
46,0
47,0
48,1
49,0
50,1
51,1
52,1
53,0
54,0
55,1
56,1
57,0
58,0
59,0
60,1
61,1
62,1
63,0
64,0
65,1
66,1
67,0
68,0
69,0
70,0
71,1
72,0
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,1
81,0
82,0
83,0
84,1
85,0
86,1
87,1
88,1
89,0
90,0
91,1
92,0
93,1
94,0
95,0
96,0
97,1
98,1
99,1
100,0
101,1
102,1
103,1
104,0
105,0
106,1
107,1
108,0
109,1
110,0
111,1
112,1
113,1
114,0
115,0
116,1
117,0
118,0
119,1
120,1
121,0
122,1
123,0
124,1
125,1
126,0
127,0
128,1
129,0
130,0
131,1
132,1
133,1
134,0
135,0
136,0
137,1
138,1
139,1
140,0
141,0
142,1
143,0
144,1
145,1
146,1
147,0
148,0
149,1
150,0
151,0
152,1
153,0
154,0
155,0
156,0
157,0
158,1
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,1
169,0
170,0
171,1
172,1
173,1
174,0
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,0
184,1
185,1
186,1
187,1
188,1
189,1
190,0
191,1
192,0
193,0
194,0
195,0
196,1
197,1
198,0
199,0
200,0
201,1
202,1
203,1
204,1
205,0
206,1
207,0
208,0
209,0
210,1
211,0
212,0
213,1
214,0
215,1
216,0
217,0
218,0
219,1
220,0
221,1
222,0
223,0
224,0
225,1
226,0
227,1
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,1
236,1
237,0
238,0
239,1
240,1
241,0
242,1
243,0
244,1
245,1
246,1
247,1
248,0
249,0
250,1
251,1
252,1
253,0
254,1
255,0
256,0
257,1
258,1
259,0
260,0
261,0
262,1
263,1
264,0
265,0
266,0
267,0
268,0
269,1
270,0
271,1
272,1
273,0
274,1
275,0
276,0
277,1
278,0
279,1
280,0
281,1
282,1
283,1
284,0
285,1
286,0
287,1
288,1
289,1
290,1
291,1
292,0
293,0
294,1
295,1
296,0
297,0
298,0
299,1
300,0
301,1
302,1
303,1
304,1
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,1
314,0
315,1
316,1
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,0
325,0
326,1
327,0
328,0
329,0
330,0
331,0
332,1
333,0
334,0
335,0
336,0
337,0
338,0
339,1
340,1
341,1
342,0
343,1
344,0
345,0
346,1
347,1
348,1
349,1
350,1
351,0
352,1
353,1
354,0
355,1
356,0
357,1
358,1
359,0
360,1
361,0
362,0
363,1
364,1
365,1
366,1
367,0
368,0
369,1
370,1
371,1
372,0
373,0
374,0
375,0
376,0
377,0
378,1
379,1
380,0
381,0
382,0
383,0
384,0
385,1
386,0
387,1
388,1
389,0
390,0
391,1
392,0
393,1
394,1
395,0
396,1
397,0
398,1
399,0
400,0
401,1
402,0
403,0
404,1
405,1
406,0
407,1
408,0
409,0
410,1
411,0
412,1
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,0
421,1
422,1
423,1
424,0
425,1
426,0
427,0
428,1
429,1
430,0
431,1
432,1
433,0
434,1
435,0
436,1
437,1
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,1
446,1
447,1
448,0
449,1
450,1
451,1
452,1
453,0
454,1
455,1
456,1
457,1
458,1
459,1
460,0
461,1
462,0
463,0
464,1
465,0
466,1
467,0
468,1
469,1
470,0
471,0
472,0
473,0
474,0
475,1
476,0
477,0
478,0
479,0
480,0
481,1
482,1
483,0
484,0
485,0
486,1
487,1
488,1
489,0
490,1
491,0
492,0
493,0
494,0
495,0
496,1
497,1
498,0
499,1
500,0
501,1
502,1
503,0
504,0
505,0
506,1
507,1
508,1
509,0
510,1
511,1
512,1
513,1
514,1
515,1
516,0
517,0
518,1
519,1
520,0
521,1
522,0
523,1
524,0
525,0
526,1
527,0
528,1
529,0
530,1
531,0
532,0
533,0
534,1
535,1
536,0
537,1
538,0
539,0
540,1
541,0
542,0
543,1
544,1
545,0
546,0
547,0
548,1
549,0
550,1
551,1
552,1
553,0
554,1
555,0
556,1
557,1
558,0
559,0
560,1
561,0
562,1
563,0
564,0
565,1
566,0
567,0
568,0
569,1
570,0
571,0
572,0
573,0
574,1
575,0
576,1
577,0
578,1
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,1
587,0
588,1
589,0
590,1
591,1
592,0
593,0
594,0
595,1
596,1
597,1
598,0
599,0
600,1
601,1
602,1
603,1
604,1
605,0
606,1
607,0
608,1
609,0
610,0
611,1
612,0
613,0
614,0
615,1
616,0
617,0
618,0
619,1
620,0
621,1
622,1
623,1
624,0
625,0
626,0
627,1
628,0
629,0
630,0
631,0
632,1
633,1
634,0
635,0
636,1
637,0
638,1
639,0
640,1
641,0
642,1
643,0
644,1
645,1
646,1
647,0
648,0
649,0
650,0
651,1
652,1
653,1
654,0
655,1
656,0
657,1
658,1
659,0
660,0
661,1
662,0
663,0
664,1
665,1
666,0
667,1
668,0
669,0
670,1
671,1
672,1
673,0
674,1
675,1
676,0
677,1
678,0
679,0
680,0
681,0
682,0
683,1
684,1
685,0
686,0
687,0
688,1
689,0
690,1
691,1
692,0
693,1
694,1
695,1
696,1
697,1
698,0
699,0
700,0
701,1
702,1
703,0
704,1
705,1
706,0
707,1
708,1
709,0
710,1
711,0
712,1
713,1
714,0
715,1
716,0
717,0
718,0
719,0
720,1
721,1
722,1
723,0
724,0
725,0
726,1
727,1
728,0
729,1
730,1
731,1
732,1
733,0
734,0
735,1
736,0
737,1
738,1
739,0
740,1
741,1
742,0
743,1
744,1
745,0
746,1
747,0
748,1
749,1
750,1
751,0
752,1
753,1
754,1
755,0
756,1
757,0
758,1
759,1
760,0
761,0
762,1
763,0
764,1
765,0
766,0
767,0
768,0
769,0
770,0
771,1
772,1
773,1
774,1
775,1
776,1
777,0
778,1
779,0
780,0
781,1
782,0
783,0
784,1
785,0
786,1
787,1
788,1
789,0
790,0
791,1
792,0
793,1
794,0
795,1
796,0
797,0
798,1
799,0
800,0
801,1
802,1
803,0
804,1
805,1
806,1
807,1
808,1
809,1
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,1
818,0
819,1
820,0
821,0
822,0
823,0
824,1
825,1
826,1
827,0
828,0
829,0
830,0
831,1
832,0
833,1
834,1
835,0
836,0
837,1
838,0
839,0
840,1
841,0
842,0
843,0
844,1
845,0
846,1
847,1
848,0
849,1
850,1
851,1
852,0
853,0
854,0
855,1
856,1
857,1
858,0
859,1
860,0
861,0
862,1
863,0
864,0
865,1
866,1
867,0
868,0
869,0
870,0
871,1
872,0
873,0
874,0
875,0
876,1
877,1
878,1
879,1
880,0
881,0
882,1
883,1
884,1
885,1
886,1
887,0
888,0
889,1
890,1
891,0
892,1
893,0
894,1
895,0
896,1
897,0
898,0
899,1
900,0
901,0
902,0
903,1
904,0
905,0
906,0
907,1
908,0
909,0
910,0
911,1
912,1
913,1
914,0
915,0
916,0
917,1
918,0
919,1
920,1
921,0
922,1
923,0
924,1
925,0
926,1
927,0
928,0
929,1
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,1
938,0
939,1
940,1
941,0
942,1
943,1
944,0
945,0
946,0
947,1
948,0
949,0
950,1
951,0
952,0
953,0
954,1
955,1
956,1
957,0
958,1
959,0
960,1
961,1
962,0
963,1
964,1
965,1
966,0
967,1
968,0
969,1
970,1
971,1
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,1
981,1
982,1
983,0
984,1
985,0
986,1
987,0
988,1
989,0
990,1
991,1
992,0
993,1
994,0
995,1
996,0
997,1
998,1
999,1
1000,1
1001,0
1002,0
1003,1
1004,0
1005,0
1006,1
1007,0
1008,1
1009,0
1010,1
1011,0
1012,0
1013,0
1014,1
1015,0
1016,0
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,1
1038,0
1039,0
1040,0
1041,1
1042,0
1043,0
1044,1
1045,1
1046,1
1047,1
1048,0
1049,0
1050,1
1051,1
1052,1
1053,1
1054,0
1055,0
1056,0
1057,1
1058,0
1059,0
1060,1
1061,1
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,1
1069,0
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,0
1077,0
1078,0
1079,0
1080,1
1081,1
1082,0
1083,1
1084,1
1085,1
1086,0
1087,0
1088,1
1089,0
1090,1
1091,0
1092,0
1093,0
1094,0
1095,0
1096,1
1097,1
1098,0
1099,1
1100,1
1101,1
1102,0
1103,0
1104,1
1105,1
1106,0
1107,0
1108,1
1109,0
1110,0
1111,1
1112,0
1113,1
1114,0
1115,1
1116,1
1117,0
1118,0
1119,0
1120,0
1121,1
1122,1
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,1
1131,1
1132,0
1133,1
1134,1
1135,1
1136,1
1137,0
1138,1
1139,1
1140,1
1141,0
1142,1
1143,1
1144,1
1145,0
1146,1
1147,0
1148,0
1149,1
1150,0
1151,1
1152,0
1153,1
1154,0
1155,1
1156,1
1157,1
1158,0
1159,0
1160,1
1161,1
1162,0
1163,1
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,1
1171,0
1172,0
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,0
1180,1
1181,0
1182,1
1183,1
1184,1
1185,1
1186,0
1187,1
1188,0
1189,0
1190,0
1191,0
1192,1
1193,1
1194,1
1195,1
1196,0
1197,0
1198,1
1199,1
1200,1
1201,0
1202,0
1203,0
1204,0
1205,1
1206,1
1207,0
1208,0
1209,1
1210,1
1211,1
1212,1
1213,1
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,0
1221,0
1222,1
1223,0
1224,0
1225,0
1226,1
1227,0
1228,1
1229,1
