id,home_team_win,home_team_rest,away_team_rest,home_pitcher_rest,away_pitcher_rest,season,home_batting_batting_avg_10RA,home_batting_onbase_perc_10RA,home_batting_onbase_plus_slugging_10RA,home_batting_leverage_index_avg_10RA,home_batting_RBI_10RA,away_batting_batting_avg_10RA,away_batting_onbase_perc_10RA,away_batting_onbase_plus_slugging_10RA,away_batting_leverage_index_avg_10RA,away_batting_RBI_10RA,home_pitching_earned_run_avg_10RA,home_pitching_SO_batters_faced_10RA,home_pitching_H_batters_faced_10RA,home_pitching_BB_batters_faced_10RA,away_pitching_earned_run_avg_10RA,away_pitching_SO_batters_faced_10RA,away_pitching_H_batters_faced_10RA,away_pitching_BB_batters_faced_10RA,home_pitcher_earned_run_avg_10RA,home_pitcher_SO_batters_faced_10RA,home_pitcher_H_batters_faced_10RA,home_pitcher_BB_batters_faced_10RA,away_pitcher_earned_run_avg_10RA,away_pitcher_SO_batters_faced_10RA,away_pitcher_H_batters_faced_10RA,away_pitcher_BB_batters_faced_10RA,home_team_errors_mean,home_team_errors_std,home_team_errors_skew,away_team_errors_mean,away_team_errors_std,away_team_errors_skew,home_team_spread_mean,home_team_spread_std,home_team_spread_skew,away_team_spread_mean,away_team_spread_std,away_team_spread_skew,home_team_wins_mean,home_team_wins_std,home_team_wins_skew,away_team_wins_mean,away_team_wins_std,away_team_wins_skew,home_batting_batting_avg_mean,home_batting_batting_avg_std,home_batting_batting_avg_skew,home_batting_onbase_perc_mean,home_batting_onbase_perc_std,home_batting_onbase_perc_skew,home_batting_onbase_plus_slugging_mean,home_batting_onbase_plus_slugging_std,home_batting_onbase_plus_slugging_skew,home_batting_leverage_index_avg_mean,home_batting_leverage_index_avg_std,home_batting_leverage_index_avg_skew,home_batting_wpa_bat_mean,home_batting_wpa_bat_std,home_batting_wpa_bat_skew,home_batting_RBI_mean,home_batting_RBI_std,home_batting_RBI_skew,away_batting_batting_avg_mean,away_batting_batting_avg_std,away_batting_batting_avg_skew,away_batting_onbase_perc_mean,away_batting_onbase_perc_std,away_batting_onbase_perc_skew,away_batting_onbase_plus_slugging_mean,away_batting_onbase_plus_slugging_std,away_batting_onbase_plus_slugging_skew,away_batting_leverage_index_avg_mean,away_batting_leverage_index_avg_std,away_batting_leverage_index_avg_skew,away_batting_wpa_bat_mean,away_batting_wpa_bat_std,away_batting_wpa_bat_skew,away_batting_RBI_mean,away_batting_RBI_std,away_batting_RBI_skew,home_pitching_earned_run_avg_mean,home_pitching_earned_run_avg_std,home_pitching_earned_run_avg_skew,home_pitching_SO_batters_faced_mean,home_pitching_SO_batters_faced_std,home_pitching_SO_batters_faced_skew,home_pitching_H_batters_faced_mean,home_pitching_H_batters_faced_std,home_pitching_H_batters_faced_skew,home_pitching_BB_batters_faced_mean,home_pitching_BB_batters_faced_std,home_pitching_BB_batters_faced_skew,home_pitching_leverage_index_avg_mean,home_pitching_leverage_index_avg_std,home_pitching_leverage_index_avg_skew,home_pitching_wpa_def_mean,home_pitching_wpa_def_std,home_pitching_wpa_def_skew,away_pitching_earned_run_avg_mean,away_pitching_earned_run_avg_std,away_pitching_earned_run_avg_skew,away_pitching_SO_batters_faced_mean,away_pitching_SO_batters_faced_std,away_pitching_SO_batters_faced_skew,away_pitching_H_batters_faced_mean,away_pitching_H_batters_faced_std,away_pitching_H_batters_faced_skew,away_pitching_BB_batters_faced_mean,away_pitching_BB_batters_faced_std,away_pitching_BB_batters_faced_skew,away_pitching_leverage_index_avg_mean,away_pitching_leverage_index_avg_std,away_pitching_leverage_index_avg_skew,away_pitching_wpa_def_mean,away_pitching_wpa_def_std,away_pitching_wpa_def_skew,home_pitcher_earned_run_avg_mean,home_pitcher_SO_batters_faced_mean,home_pitcher_H_batters_faced_mean,home_pitcher_BB_batters_faced_mean,home_pitcher_leverage_index_avg_mean,home_pitcher_wpa_def_mean,away_pitcher_earned_run_avg_mean,away_pitcher_SO_batters_faced_mean,away_pitcher_H_batters_faced_mean,away_pitcher_BB_batters_faced_mean,away_pitcher_leverage_index_avg_mean,away_pitcher_wpa_def_mean
8928,0,1,1,7,6,2016,-2.065992686,-1.25470745,-2.246659971,0.055021503,-1.478360348,1.818138554,1.375819941,1.185106385,-0.252839354,1.124865126,-0.769288873,0.718463706,0.589270918,-1.721929446,0.612617404,-0.172025032,0.690562066,2.163062504,-1.387443306,2.700920636,-1.922771396,-1.073944389,0.854842972,5.434533013,-0.117000932,,-1.432645313,-1.849609289,-1.330107712,2.688560998,-0.813972336,-2.938427055,-0.779146063,-0.694344023,-0.177745709,0.353208368,-0.602757119,1.671796751,-1.466430922,-0.212782208,1.609148289,-0.878925664,0.11848537,0.922256298,-3.181570806,-1.766069122,-0.662521136,-1.979844834,-0.416410721,-1.528048408,-3.401140511,-3.094046609,-0.539793669,0.037092348,0.106153315,-1.115155789,-3.231743629,0.257104809,-0.423387262,-2.276432711,-1.328861638,1.227183935,3.07217163,-1.586309186,0.039664412,2.274613602,-0.904549327,-0.584909629,2.010410826,-3.734333026,4.302439911,-0.481106104,-0.212529475,-1.310828107,0.163661541,0.178646163,-0.0141256,1.890667735,0.401843594,-1.282450328,-1.120296501,1.111425518,,0.921316287,2.157044648,-2.52991302,1.112392433,0.706615486,-4.308310914,-2.658461056,0.161296726,-0.576365932,-1.680186594,-1.890722093,-0.450061928,1.065230031,0.628437676,0.085188274,0.972057491,-2.626638509,-1.760147141,-0.242492588,1.343195593,2.096644714,1.183306574,-0.035449019,-1.877682457,2.984810758,1.486955753,2.929598647,-0.308893275,1.400610422,-1.848355639,-1.431322128,-1.188296012,-1.126560826,-1.451127421,2.805431514,-2.00759051,-1.148175452,3.202866607,3.654496309,0.918353211,5.677152125,-0.086165232,-1.111246646,-1.224698059,-1.318194207
10000,0,2,2,6,6,2016,1.019744418,0.53940419,2.259770041,-2.22326588,1.184282785,0.424092599,0.382302923,1.080587451,0.876333436,1.479367574,3.087489015,-0.995861737,3.096816729,-0.526684951,-0.699067344,-0.734142601,0.778276653,-0.509008235,-1.000845889,-1.762522307,0.542728566,-2.328612191,0.004766613,0.163845118,1.75129174,0.987555272,0.630016112,-0.049807024,-1.512399551,-2.630794798,-2.690339383,1.668679746,-2.465453067,2.952857544,-0.858260767,2.319256884,,1.764756055,-0.008791092,0.293131059,0.006446132,1.846754346,-0.550110178,-2.116882892,1.708356872,-3.235040795,4.86528428,0.862535823,-1.332095996,1.370485372,3.596047506,-0.451766138,0.015706014,-3.92591082,-5.213125927,-3.756435959,,-2.972671585,-0.995138198,1.955890984,-0.692748286,-0.96216471,0.832390288,5.595244214,-0.088270454,0.686255971,3.270672968,0.873761382,1.846182694,2.825134846,0.238771186,1.582494617,-1.993403922,-2.76506886,2.075016926,2.77321381,-0.118403049,2.461519406,3.525164432,-0.825701438,5.09082732,4.788365971,-2.417005311,-1.3923984,-1.483114546,3.940803962,5.097734251,0.029388189,-1.130202892,-0.891232442,-1.406029439,-1.988805644,1.785217007,-0.463993465,-2.01860387,-2.267615607,3.955908974,-0.185036688,-1.047318171,-2.202091404,-1.049307583,,-1.897522053,-2.287786533,1.319904166,-2.60980248,4.954861718,-0.889444646,3.126512279,0.745938031,3.145607114,0.994294382,3.155953223,0.765587132,-0.30352336,3.759353663,-1.044462552,-1.843792964,0.61641679,-2.451245899,3.077161292,0.788200526,0.012426362,0.16627592,1.90523184,0.994702151,1.86137006,-1.639405385
2301,1,1,1,,5,2016,,-0.783143363,-0.697270231,1.119372932,-0.84968072,-0.468980047,-0.25975539,-0.82268944,0.014452755,0.002274041,-0.072314012,,-0.131394193,-0.615015949,-0.258973732,-1.631217547,-0.458539608,1.058686838,-0.571293204,-0.932273139,1.161344921,-2.328612191,-0.161340262,-2.866800422,0.159783167,-0.094061789,0.372183434,0.683386449,-1.119481948,-0.759169611,-1.714216042,-2.433743791,-0.9324467,0.738606746,1.214782303,0.494051025,,-0.655532706,-2.195250837,-0.892013019,2.623647795,0.47014828,0.241288742,-0.492918628,-2.100232051,1.488466037,3.478266252,-1.232753846,1.742800096,3.180024631,,2.685955336,2.305115048,1.888495343,-0.131154195,-2.924432675,-2.089969134,2.07072421,2.909519248,-1.277134061,1.824706517,0.639492257,-0.602488843,2.263359303,-2.075128338,-0.340216855,-1.07127906,0.730226975,-1.144391328,-0.797300356,-2.587039563,0.007379091,-2.026015628,-2.36646334,0.516912355,-1.514242787,-1.4302047,0.082970776,-1.299435371,-1.429227687,0.002142304,-0.974995104,-1.67297867,1.943569202,-3.375198525,-5.903594601,-0.032989156,3.645832552,-2.349861285,-1.02183423,1.190949906,2.493439358,0.167332796,-1.760878691,-2.80408369,-1.21133103,-3.49983274,1.170855728,-0.369781644,0.505239497,0.089630488,-2.238645255,1.137505662,-0.63349286,-0.606185099,0.255012918,0.897169803,1.383568198,-2.200321758,-1.018217841,1.629062654,-0.621234376,-1.383131889,0.204315359,,-1.555386165,-0.592612698,,1.274804076,-2.451245899,,0.599213991,-0.164593827,-3.002477898,0.208856556,-0.131735578,0.318336001,0.523416546
3114,1,1,1,6,6,2016,1.378885143,0.623418481,0.271524547,-0.037030513,0.814471239,0.416714091,,0.321373525,1.448284002,0.149983394,-0.227273838,-0.326583565,-1.283034513,-1.155909675,1.424947637,-1.841308624,1.191757247,0.169904937,1.061007001,-1.560569807,1.986166726,-0.020023435,0.901743737,2.568157246,-1.511300834,-0.148142642,-1.174812635,-1.766052152,-1.759260426,-1.190135937,-0.392147602,0.592226661,1.597013807,2.890428103,2.339723046,-1.367084083,-0.487236318,0.00712294,-0.008791092,0.293131059,0.006446132,-1.09574112,0.017259494,,2.277482533,-0.990882291,1.276073406,0.99563824,-1.132598009,2.735693551,0.508874842,-1.05902464,1.886792207,-0.123028992,3.417652531,2.286819506,0.585962795,-1.803328662,-2.578472141,1.368068249,1.363806909,1.210896164,0.820535412,-0.287341426,1.05575903,,0.818231661,0.702008795,0.653247785,1.054001422,0.032824889,2.627753244,-1.696948378,-0.697152511,0.547833114,1.278578964,1.772108197,0.320825639,0.036358932,1.461467674,-0.247411779,3.689278886,0.494568428,-0.489116737,1.139415109,1.008889922,-1.863336705,5.531335859,2.287122528,-1.821572586,0.123868799,0.3434885,-1.006938003,-0.942695888,-2.50628117,,2.000594667,,2.222662794,1.418402636,-0.317915375,-2.526046581,-0.643903939,-1.286079168,1.963815925,-2.198101097,,0.094916654,2.486268585,-0.418616388,-1.248010077,-2.101802848,2.145137365,-2.100015417,0.837903255,0.594916292,1.12441675,-1.63343461,2.152653791,-0.053596276,2.574340035,-2.120092266,0.968335382,2.680153949,-1.572337491,-0.188057464,0.061163657,-2.185464388
4947,0,1,1,5,5,2016,-0.606444782,-1.319750772,-1.181586441,1.474156741,-1.281127524,-0.900349439,-0.881025328,-1.55706399,0.108004994,-1.622528846,-1.188943039,-0.821511119,-0.67651829,-0.768707643,-0.21612354,-0.440312801,0.25221305,-0.955373601,-0.257389318,-1.949515363,-0.684684835,-0.954452217,3.825224732,-1.814049866,3.007745876,,1.317569921,1.072901574,-1.90198991,1.137082224,-0.621491085,-2.207223841,-0.319244152,-2.287983733,0.542022173,-1.593438353,-0.498964926,-1.171588531,-0.494671035,0.238356317,0.513265055,-0.011663843,0.295556132,0.007896732,-0.86864412,-1.741800638,-2.024734335,-2.082891867,-3.385865472,-1.091862448,-1.747388047,-3.110042604,-4.251696205,2.505629675,-0.190748867,-0.53601766,-2.071465639,-1.790443619,-0.43350449,-1.962927252,-2.763453612,-0.429103928,-1.295560052,-0.104017656,-1.585359139,-1.333454845,2.300460855,-2.115231971,-2.298296711,-0.081881947,-2.086223719,0.178348909,-0.335325717,1.226801039,-0.281936758,-1.307208837,0.818980748,-2.533432718,,-3.155538412,-1.796125927,-1.843635311,-1.787261699,-1.157088595,-1.283278562,4.641802062,-0.899376462,-1.233627557,-0.483837062,-1.249075066,-2.051638025,0.097427186,2.070521319,-0.817302924,-0.847024058,1.356034985,1.418745306,-0.344602534,-0.303812565,-0.188160235,-0.82392046,-0.609506084,-2.346298694,-3.841022943,0.500667315,-2.07078609,-4.320544054,-1.536633137,2.130333671,1.969944922,-1.172518372,,-0.774594178,0.239620678,-0.674891314,0.660525919,-0.262414727,-2.038569217,,-1.024073505,1.820108149,-1.826113211,4.083890706,-1.901752887,3.244475484,2.239712272,-0.260301772,-4.03778218
5100,1,1,1,6,5,2016,0.732431839,1.103112983,0.157548691,2.632477936,-0.442888019,-1.459886233,-0.493511985,-1.557271368,2.309891935,-1.179400786,-1.413921749,-0.100998798,-0.422607554,0.649138049,1.507001196,-0.267028975,0.947161156,1.264633766,0.448894424,,3.45650125,1.435391215,,,,-1.252937211,-1.432645313,-1.849609289,-1.330107712,2.688560998,2.085566101,-1.354995881,0.907160942,-4.113269859,-3.479772194,-3.113245594,-1.85752721,-3.385137192,2.906488568,-1.959458954,-4.04810525,-4.34797295,-8.468543056,,1.253056343,-1.653807565,0.21121704,1.755610108,,0.973959167,,-3.505043402,-1.261252844,4.520489871,-2.755649708,0.874177344,0.871678529,-3.050069579,-0.963728623,-0.630529052,-3.333028143,-0.96216471,-2.194554856,-0.677835115,0.755466987,-0.713928694,-0.806900153,3.144670929,-2.29862256,-0.959897819,3.126712454,4.202370316,-2.729205338,-6.190485833,-2.567621864,-1.18276945,1.172253069,-1.819868129,-2.322120218,-0.930127303,-2.158441483,-2.824405633,-1.046381834,-0.1846595,-2.312799359,-0.923432094,-0.495826079,-0.25120026,-0.895541787,0.847280522,-3.614201341,-0.11903434,3.622298433,-2.931107056,-2.096349981,3.514617581,-1.082401909,-2.691327273,2.348986562,0.992986689,-1.090523312,-0.372456505,-1.848715753,1.967597763,1.582907362,-3.586877214,-1.7593156,1.682172193,1.940101201,,2.558928726,-1.025575041,,-3.942591759,-1.199123744,-1.148492056,0.480530707,-1.46270899,3.717516327,1.457965443,1.317286892,-2.204086281,0.118638475,-0.10533155,0.632950377,-1.338633144,0.704094515,-0.450924027
5528,0,,1,9,7,2016,-0.708235524,,-0.46368235,1.846748232,-1.055718581,-0.881411271,-1.303524927,-0.979596877,-1.077626436,-0.47039589,-0.463107935,0.549944624,0.242175875,-1.507069898,0.850572725,-1.085312675,-0.439089029,1.166584671,0.448894424,-0.536678941,-0.030064354,-1.2598211,0.635972737,-0.046982398,1.682095715,-1.034598363,-1.727311231,-1.978709304,-0.786487763,1.447377979,2.730741708,-0.342751707,-0.538245062,-2.062767992,0.329438994,-0.914375543,-0.348324809,2.079347551,-0.633493876,0.202400088,0.660746548,-0.878925664,0.11848537,0.922256298,-1.029950593,-3.295623745,2.280482861,-1.427807158,-3.653698896,-0.002675174,-0.63268974,,0.314598259,3.153739861,-1.380077903,-2.588456619,-0.753519212,-0.7270366,1.292211819,-1.604635299,-3.065476315,-1.68289315,-1.265132535,-1.860563005,0.457155861,,-0.300825847,3.261031101,-1.390936277,-0.318831076,1.002285168,-1.988431849,-2.939751598,-4.806629229,0.687655276,0.610005514,-0.060363304,-0.678164786,-0.820586862,-1.142527077,-0.627209324,-1.690465778,-2.555249407,0.693876931,,1.234613943,0.560740541,0.035210671,2.702259659,-2.340780495,-2.347217283,-2.496278519,-1.044962009,-1.831278049,5.087986999,-0.192120141,-2.080067953,1.432784408,1.338396418,-1.045470025,-5.485749705,-1.49185588,-1.367545153,0.067061075,-0.575894787,0.612003217,-3.296681881,1.540010075,-2.885962959,0.064920743,0.246725669,-1.071202137,-5.812672365,-1.927072046,-1.802143126,-2.322752013,0.480530707,-0.566926415,0.006798933,-1.341222926,-0.819703451,-2.991530178,0.68510308,-0.054159128,1.831476392,-1.111246646,-0.646060287,-1.189709736
5614,0,2,2,7,5,2016,0.946684934,1.518925651,1.192933759,-0.017305081,1.606924552,,0.243284684,-0.007736691,-0.223382673,-1.306008803,-0.333236843,-0.215368463,-0.670093386,2.180214251,0.985375,-1.556840133,,0.734590721,0.87266467,-2.76252865,1.663410368,1.435391215,-1.49019526,0.904669583,-0.017051119,-2.25729591,5.344670799,2.792769346,-2.536055797,2.688560998,0.006056462,-2.938427055,2.483967491,1.406990964,0.269522528,-2.207828514,0.146234437,-1.699843014,0.615911692,0.202400088,-0.647854284,-0.631136573,0.205665559,0.654446582,1.592580452,3.977118367,1.644417291,2.414375068,2.488818876,-1.196365988,1.939557995,2.742043408,-0.61909342,-0.088717277,1.617889146,-1.610892672,1.813957357,3.041397589,0.082004249,2.627688397,2.717817759,-1.922550126,-0.550678642,-3.864694831,2.121152099,0.464004437,-0.907889975,-1.297464215,0.136124677,-1.839561488,-1.532169368,-0.427273042,0.914834056,-3.964783946,-1.396296121,-0.664764029,-2.899684688,-2.023743725,-2.073946333,-1.745580312,-0.418059237,-2.451569997,-3.696712992,,-1.252282583,-2.624821008,-0.889165108,-0.835635359,-1.415385286,3.111053069,0.958317967,-1.302942522,-0.275535048,1.142485725,,-0.903934943,-3.707577857,-0.23873614,1.545928323,1.868147303,-0.481513885,-2.136898109,2.621149157,3.353962525,1.709357734,4.608541012,1.34712726,0.913658807,-1.637864647,-1.014306144,-0.685057653,1.329377279,-0.903987832,0.371733334,1.145450878,-0.72544409,0.926297968,-2.885422491,1.809147381,1.457965443,0.24879172,-1.763117699,-1.580755338,0.940860187,0.020370414,-2.384611035,-0.90323263,1.926038689
7042,0,1,1,,,2016,1.762447436,,0.972914432,0.36857368,-0.405906864,1.765341236,1.30986351,1.206397279,-1.764949004,1.036239514,-0.575416913,-0.240156892,,1.182613399,-0.526559504,-1.71292425,0.686758784,,-0.163218152,-3.44545981,-2.550353205,3.442859698,-1.49019526,-3.47292953,-4.614742551,-2.25729591,3.466175572,1.14371805,-1.365539758,-0.41439655,-1.693654423,-2.938427055,0.102332599,-1.316784045,-1.612540095,1.198264309,,-0.732720995,1.08443878,0.012232592,-1.164002034,1.433772526,-0.205671101,-1.575820493,2.885308739,0.908406967,2.697054779,3.861633842,-0.949760882,-0.899908848,1.597931343,-1.799123361,1.985365067,0.582505663,0.210140442,-0.563304137,0.277389803,-0.650328534,-1.617768009,-0.571746778,-1.292090326,,2.987343402,0.275010079,-1.270091274,2.169167596,0.680703494,2.064383047,2.043864705,-0.389441877,-0.993954468,-3.244536636,-3.742823306,1.049207124,2.022979552,-1.317660799,0.02507294,1.747954817,,-1.939468769,-0.808076616,-0.884226491,,-0.372472221,1.903915415,-1.159454633,-0.759310624,0.702168381,1.755145939,1.636050442,0.232931257,,0.543099451,0.557122448,-0.244519438,1.362844975,-1.763403492,-1.715831448,-0.781737487,-1.092845421,-2.329840894,-2.350418753,-2.075882997,-3.675221292,,4.623758059,0.816018991,0.901748244,-3.544055159,-1.218177621,-2.249533354,-0.858660323,4.316299526,0.210638699,-0.994994028,-0.338845591,-0.163355336,-3.596779242,,3.542878159,-0.693998137,-1.385144629,-1.580755338,-3.636228661,-4.880269294,-2.384611035,10.15517813,1.840382375
7188,1,2,,6,5,2016,0.395044781,1.653658247,0.843908793,-0.678107049,1.733717082,0.576581747,0.5815624,0.367204248,1.269089189,0.213287403,-1.437141126,0.332912016,-1.554594002,-2.410583576,-0.963983119,-0.406878859,-1.172036942,1.331034424,1.061007001,-1.028934165,1.732375402,-1.218713751,-0.958653261,0.939690376,-0.476820262,-0.007532424,-1.727311231,-1.978709304,-0.786487763,1.802001699,1.558896968,-0.291532431,3.79797295,-1.408486702,0.173277933,1.413839804,-2.806408146,-0.552835772,3.114722829,-2.361969332,,1.846754346,-0.550110178,-2.116882892,0.718403437,0.716485713,,2.627829636,,0.28873968,1.397622737,-0.712897644,-1.080451396,-1.238159754,-1.051798283,0.733450469,3.470875376,-0.624860655,-1.229065172,2.82922762,0.064285544,-1.335698842,1.07739107,-1.656731919,2.042782679,1.004816504,-1.305503563,0.751732831,0.725260518,-1.070998866,2.809856141,2.300268781,2.111832396,-0.510920178,2.133195357,-2.539466675,0.982574725,0.422763437,-0.725495601,1.835374197,,-2.294408661,-0.838175682,0.400961992,-4.297468497,-2.482787936,-2.29493695,-1.322352248,-1.215334648,-3.676670541,-2.368114381,-0.50580132,-1.152323911,-1.123827573,3.241794804,1.214471344,-2.304437138,-0.761751949,-1.455163479,-2.021728564,-1.60394373,-0.56376897,-1.11689605,0.244350284,-1.717311788,-1.155662476,-1.685351971,1.778447005,1.319517897,,1.920484598,-1.072993895,-1.800385033,0.704160393,0.369005211,-1.087238458,1.12441675,-1.07967074,1.882546187,,-0.505440166,-3.096522697,-1.014290734,0.977476898,-0.469693557,-0.04162056,2.632887089,0.60907286
