id,home_team_win
0,0
1,0
2,0
3,1
4,0
5,1
6,1
7,1
8,1
9,0
10,1
11,1
12,1
13,0
14,0
15,0
16,0
17,0
18,1
19,0
20,0
21,0
22,1
23,0
24,1
25,1
26,0
27,0
28,1
29,0
30,1
31,0
32,0
33,1
34,0
35,1
36,1
37,1
38,1
39,0
40,1
41,1
42,0
43,1
44,0
45,0
46,0
47,1
48,1
49,1
50,1
51,0
52,1
53,1
54,0
55,0
56,0
57,0
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,0
68,1
69,1
70,0
71,0
72,1
73,1
74,1
75,0
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,1
105,0
106,1
107,0
108,0
109,1
110,0
111,1
112,1
113,0
114,1
115,0
116,1
117,1
118,0
119,1
120,0
121,0
122,1
123,1
124,1
125,0
126,0
127,0
128,1
129,1
130,1
131,1
132,1
133,0
134,1
135,1
136,0
137,1
138,0
139,0
140,0
141,1
142,0
143,1
144,1
145,0
146,0
147,1
148,1
149,0
150,1
151,1
152,0
153,0
154,0
155,0
156,1
157,0
158,1
159,1
160,1
161,0
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,0
171,0
172,0
173,1
174,0
175,1
176,1
177,0
178,1
179,1
180,1
181,0
182,1
183,1
184,0
185,1
186,1
187,1
188,0
189,1
190,1
191,0
192,0
193,0
194,0
195,1
196,0
197,0
198,1
199,1
200,1
201,1
202,0
203,1
204,1
205,0
206,1
207,0
208,0
209,0
210,0
211,1
212,1
213,1
214,0
215,0
216,0
217,0
218,0
219,1
220,0
221,1
222,1
223,0
224,1
225,0
226,0
227,1
228,1
229,0
230,0
231,1
232,0
233,0
234,0
235,0
236,1
237,1
238,1
239,0
240,1
241,0
242,1
243,1
244,0
245,1
246,0
247,0
248,1
249,1
250,0
251,1
252,0
253,0
254,0
255,0
256,0
257,0
258,1
259,1
260,0
261,0
262,0
263,1
264,0
265,0
266,1
267,0
268,1
269,1
270,0
271,0
272,0
273,0
274,1
275,0
276,1
277,0
278,1
279,1
280,0
281,1
282,1
283,0
284,0
285,0
286,1
287,0
288,0
289,0
290,0
291,1
292,1
293,0
294,1
295,0
296,1
297,1
298,0
299,1
300,1
301,0
302,0
303,0
304,1
305,1
306,1
307,0
308,0
309,0
310,1
311,0
312,0
313,0
314,0
315,0
316,1
317,0
318,0
319,1
320,0
321,1
322,1
323,1
324,0
325,1
326,1
327,1
328,0
329,0
330,1
331,1
332,1
333,0
334,0
335,0
336,1
337,0
338,0
339,0
340,0
341,1
342,1
343,1
344,0
345,1
346,0
347,0
348,1
349,0
350,0
351,1
352,0
353,1
354,1
355,1
356,0
357,1
358,1
359,0
360,0
361,0
362,0
363,1
364,1
365,0
366,1
367,1
368,1
369,1
370,1
371,1
372,0
373,0
374,0
375,0
376,1
377,1
378,1
379,0
380,0
381,0
382,0
383,0
384,0
385,1
386,0
387,0
388,1
389,0
390,1
391,0
392,1
393,1
394,1
395,1
396,0
397,1
398,1
399,0
400,1
401,0
402,1
403,0
404,0
405,1
406,0
407,0
408,1
409,0
410,0
411,1
412,1
413,1
414,1
415,0
416,1
417,1
418,1
419,0
420,1
421,1
422,1
423,1
424,1
425,0
426,0
427,0
428,1
429,0
430,1
431,0
432,1
433,0
434,0
435,1
436,1
437,0
438,0
439,0
440,0
441,0
442,1
443,0
444,1
445,1
446,0
447,0
448,1
449,1
450,0
451,0
452,1
453,1
454,1
455,1
456,0
457,0
458,1
459,0
460,1
461,1
462,0
463,1
464,1
465,0
466,0
467,0
468,0
469,1
470,0
471,1
472,0
473,1
474,1
475,1
476,0
477,0
478,0
479,1
480,1
481,0
482,1
483,0
484,1
485,1
486,1
487,0
488,0
489,0
490,0
491,1
492,0
493,0
494,0
495,0
496,1
497,1
498,0
499,0
500,0
501,1
502,1
503,0
504,1
505,1
506,1
507,1
508,0
509,0
510,1
511,1
512,1
513,0
514,0
515,1
516,1
517,1
518,1
519,0
520,0
521,0
522,0
523,1
524,0
525,0
526,0
527,0
528,1
529,1
530,1
531,1
